car_name,manufacture,ownership,transmission,fuel_type,engine,kms_driven,Seats,car_prices
Toyota,2018,1st Ownership,Automatic,Unleaded,4 cyl,116411, 2 Seats,23999
Volvo,2022,0st Ownership,Automatic,Premium,4 cyl,1096, 5 Seats,65990
Volkswagen,2023,0st Ownership,Automatic,Diesel,4 cyl,1520, 5 Seats,73888
Mercedes-Benz,2021,1st Ownership,Automatic,Premium,8 cyl,50501, 5 Seats,309950
Toyota,2017,1st Ownership,Manual,Diesel,4 cyl,208093, 2 Seats,33975
Mercedes-Benz,2018,1st Ownership,Automatic,Premium,4 cyl,46222, 4 Seats,48999
Ford,2015,1st Ownership,Automatic,Unleaded,6 cyl,98617, 5 Seats,44950
Holden,2006,1st Ownership,Automatic,Unleaded,4 cyl,126715, 5 Seats,7990
Hyundai,2014,1st Ownership,Automatic,Unleaded,4 cyl,170884, 5 Seats,14995
Ford,2022,1st Ownership,Automatic,Premium,4 cyl,2512, 5 Seats,38999
Lexus,2017,1st Ownership,Automatic,Premium,8 cyl,66398, 4 Seats,129900
Nissan,2008,1st Ownership,Automatic,Unleaded,4 cyl,286000, 5 Seats,8995
Toyota,1996,1st Ownership,Automatic,Diesel,-,306000,,43990
Holden,2005,1st Ownership,Manual,Unleaded,6 cyl,180042, 2 Seats,12990
Honda,2019,1st Ownership,Automatic,Unleaded,4 cyl,9491, 5 Seats,29990
Suzuki,2002,1st Ownership,Manual,Unleaded,4 cyl,225544, 5 Seats,5999
Ford,2022,1st Ownership,Automatic,Diesel,4 cyl,8116, 5 Seats,77990
MG,2022,1st Ownership,Automatic,Unleaded,4 cyl,26, 5 Seats,43868
Mitsubishi,2010,1st Ownership,Automatic,Diesel,4 cyl,280012, 5 Seats,12999
HSV,2017,1st Ownership,Automatic,Premium,8 cyl,19986, 5 Seats,115449
Toyota,2017,1st Ownership,Automatic,Hybrid,4 cyl,73987, 5 Seats,29990
Mitsubishi,2013,1st Ownership,Automatic,Unleaded,4 cyl,106733, 5 Seats,18990
Isuzu,2016,1st Ownership,Automatic,Diesel,4 cyl,112789, 5 Seats,29990
Toyota,2007,1st Ownership,Automatic,Unleaded,4 cyl,71800, 5 Seats,9900
Nissan,2020,1st Ownership,Automatic,Unleaded,4 cyl,51216, 5 Seats,28990
Mercedes-Benz,2020,1st Ownership,Automatic,Premium,4 cyl,25254, 5 Seats,99900
BMW,2019,1st Ownership,Automatic,Unleaded,4 cyl,70658, 5 Seats,52990
Audi,2022,0st Ownership,Automatic,Hybrid,6 cyl,5798, 7 Seats,117688
MG,2022,1st Ownership,Automatic,Unleaded,4 cyl,11, 5 Seats,32990
Hyundai,2021,1st Ownership,Automatic,Electric,0 L,17611, 5 Seats,42977
Lexus,2020,1st Ownership,Automatic,Premium,4 cyl,26272, 5 Seats,63900
Ford,2020,1st Ownership,Automatic,Diesel,4 cyl,47913, 5 Seats,69800
Volkswagen,2022,1st Ownership,-,Premium,4 cyl,-, 5 Seats,60990
Ford,2019,1st Ownership,Automatic,Diesel,-,84138,,59999
Toyota,2021,1st Ownership,-,Petrol,-,12393,,44888
Toyota,2018,1st Ownership,Automatic,Diesel,4 cyl,106695, 4 Seats,34950
Nissan,2020,1st Ownership,Automatic,Diesel,4 cyl,107900, 5 Seats,38779
Ford,2022,1st Ownership,Automatic,Diesel,5 cyl,13614, 5 Seats,64990
Toyota,2017,1st Ownership,Automatic,Unleaded,-,108298,,23999
Mercedes-Benz,2018,1st Ownership,Automatic,Premium,4 cyl,69677, 5 Seats,45990
Volvo,2023,0st Ownership,Automatic,Premium,-,1032,,71990
Jeep,2018,1st Ownership,Automatic,Unleaded,6 cyl,27510, 5 Seats,51990
Hyundai,2012,1st Ownership,Automatic,Unleaded,4 cyl,144330, 5 Seats,12990
Mercedes-Benz,2017,1st Ownership,Automatic,Diesel,-,255821,,44990
Audi,2023,0st Ownership,Automatic,Premium,4 cyl,2088, 5 Seats,62788
Mercedes-Benz,2014,1st Ownership,Automatic,Diesel,4 cyl,34465, 5 Seats,22999
Mercedes-Benz,2022,1st Ownership,Automatic,Premium,4 cyl,23548, 5 Seats,68900
Jeep,2014,1st Ownership,Automatic,Unleaded,6 cyl,40868, 5 Seats,44990
Volkswagen,2011,1st Ownership,Automatic,Premium,4 cyl,162571, 5 Seats,16880
Mazda,2023,1st Ownership,Automatic,Unleaded,4 cyl,7, 7 Seats,63988
Nissan,2023,0st Ownership,-,Unleaded,-,1966,,46990
Renault,2023,1st Ownership,Manual,Diesel,4 cyl,10, 3 Seats,55980
Toyota,2019,1st Ownership,Automatic,Hybrid,4 cyl,46781, 5 Seats,31990
Mitsubishi,2015,1st Ownership,Automatic,Diesel,4 cyl,275952, 5 Seats,24990
Subaru,2017,1st Ownership,Automatic,Premium,4 cyl,183213, 5 Seats,31950
Nissan,2010,1st Ownership,Manual,Diesel,-,268516,,10990
Holden,2017,1st Ownership,Manual,Diesel,4 cyl,101562, 5 Seats,32975
Volvo,2022,0st Ownership,Automatic,Premium,4 cyl,1054, 5 Seats,67990
Land,2016,1st Ownership,Automatic,Diesel,6 cyl,99859, 5 Seats,63888
BMW,2013,1st Ownership,Automatic,Premium,8 cyl,149911, 5 Seats,63999
Volkswagen,2022,0st Ownership,Automatic,Diesel,6 cyl,4612, 5 Seats,88888
Toyota,2022,1st Ownership,Automatic,Diesel,4 cyl,36302, 5 Seats,69988
Ford,2019,1st Ownership,Automatic,Diesel,4 cyl,61887, 5 Seats,34800
Hyundai,2012,1st Ownership,Automatic,Unleaded,4 cyl,122348, 5 Seats,15990
Lexus,2019,1st Ownership,Automatic,Petrol,6 cyl,32991, 5 Seats,70900
Subaru,2020,1st Ownership,Automatic,Unleaded,4 cyl,61955, 5 Seats,32992
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,48945, 5 Seats,27800
Toyota,2016,1st Ownership,Manual,Diesel,4 cyl,135332, 5 Seats,29880
Toyota,2008,1st Ownership,Automatic,Diesel,4 cyl,245637, 5 Seats,24990
Porsche,2021,1st Ownership,Automatic,Electric,0 L,37650, 4 Seats,179900
Toyota,2021,1st Ownership,Automatic,Diesel,4 cyl,65325, 6 Seats,58990
Skoda,2023,0st Ownership,Automatic,Premium,4 cyl,1500, 5 Seats,39990
Suzuki,2017,1st Ownership,Automatic,Unleaded,4 cyl,92032, 5 Seats,23990
Holden,2015,1st Ownership,Automatic,Unleaded,4 cyl,59584, 5 Seats,14999
Mercedes-Benz,2016,1st Ownership,Automatic,Premium,4 cyl,87277, 5 Seats,44900
Mitsubishi,2013,1st Ownership,Automatic,Diesel,4 cyl,218288, 7 Seats,22999
Subaru,2014,1st Ownership,Automatic,Premium,4 cyl,152539, 5 Seats,26950
Porsche,2020,1st Ownership,Automatic,Premium,6 cyl,28652, 4 Seats,289950
Mercedes-Benz,2021,1st Ownership,Automatic,Premium,8 cyl,12458, 5 Seats,252888
Mazda,2013,1st Ownership,Automatic,Unleaded,4 cyl,126634, 5 Seats,16995
Nissan,2020,1st Ownership,Automatic,Unleaded,4 cyl,57557, 7 Seats,29990
Isuzu,2018,1st Ownership,Automatic,Diesel,4 cyl,87014, 5 Seats,49975
BMW,2021,1st Ownership,Automatic,Premium,-,7874,,174988
Volkswagen,2012,1st Ownership,Automatic,Premium,4 cyl,121577, 5 Seats,14995
Toyota,2011,1st Ownership,Manual,Diesel,4 cyl,322479, 2 Seats,21990
Land,2019,1st Ownership,Automatic,Diesel,-,37000,,108990
Toyota,2018,1st Ownership,Automatic,Unleaded,6 cyl,50657, 7 Seats,44990
Nissan,2015,1st Ownership,Automatic,Unleaded,4 cyl,104210, 5 Seats,14990
Subaru,2022,1st Ownership,Automatic,Unleaded,4 cyl,24082, 5 Seats,43999
Mercedes-Benz,2007,1st Ownership,Automatic,Premium,12 cy,76050, 5 Seats,89950
Kia,2019,1st Ownership,Automatic,Unleaded,4 cyl,87519, 5 Seats,20248
Land,2023,1st Ownership,Automatic,Diesel,6 cyl,-, 5 Seats,124990
Volkswagen,2017,1st Ownership,Automatic,Diesel,4 cyl,85379, 5 Seats,34990
Volvo,2022,1st Ownership,Automatic,Premium,4 cyl,10489, 5 Seats,61490
Mazda,2022,1st Ownership,Automatic,Unleaded,4 cyl,4867, 5 Seats,49990
Kia,2020,1st Ownership,Automatic,Unleaded,-,38689,,22990
Hyundai,2021,1st Ownership,Automatic,Diesel,4 cyl,21403, 7 Seats,72888
Mazda,2013,1st Ownership,Automatic,Diesel,4 cyl,153193, 5 Seats,18990
Suzuki,2022,1st Ownership,Automatic,Unleaded,4 cyl,10, 4 Seats,46990
Mazda,2019,1st Ownership,Automatic,Unleaded,4 cyl,19942, 5 Seats,32990
Toyota,2007,1st Ownership,Automatic,Unleaded,6 cyl,149436, 5 Seats,13995
Mazda,2006,1st Ownership,Automatic,Premium,4 cyl,205123, 5 Seats,9995
Toyota,2017,1st Ownership,Manual,Diesel,8 cyl,87403, 3 Seats,68999
Mercedes-Benz,2016,1st Ownership,Automatic,Diesel,-,153083,,43950
Ford,2022,1st Ownership,Automatic,Premium,3 cyl,8825, 5 Seats,29950
Audi,2019,1st Ownership,Automatic,Premium,4 cyl,22889, 5 Seats,56990
Volkswagen,2023,1st Ownership,Manual,Diesel,4 cyl,-, 5 Seats,55990
Audi,2023,0st Ownership,-,Hybrid,4 cyl,2088, 5 Seats,93888
Toyota,2022,1st Ownership,Manual,Diesel,8 cyl,24899, 5 Seats,139950
Renault,2023,0st Ownership,Automatic,Petrol,4 cyl,450, 4 Seats,41490
Volkswagen,2007,1st Ownership,Automatic,Diesel,4 cyl,166343, 5 Seats,12990
Hyundai,2019,1st Ownership,Automatic,Diesel,4 cyl,161670, 6 Seats,32950
Toyota,2008,1st Ownership,Manual,Diesel,8 cyl,189237, 3 Seats,49990
Audi,2014,1st Ownership,Automatic,Premium,4 cyl,90636, 5 Seats,32800
Mazda,2023,0st Ownership,Automatic,Unleaded,4 cyl,1027, 7 Seats,69988
Mitsubishi,2020,1st Ownership,Automatic,Unleaded,4 cyl,48953, 5 Seats,25990
Hyundai,2023,1st Ownership,Automatic,Diesel,4 cyl,10, 8 Seats,76586
Toyota,2022,1st Ownership,Automatic,Hybrid,3 cyl,6829, 5 Seats,42999
Mazda,2023,1st Ownership,Automatic,Diesel,4 cyl,7, 7 Seats,71888
Toyota,2023,1st Ownership,Automatic,Hybrid,4 cyl,112, 5 Seats,53999
Porsche,2005,1st Ownership,Manual,Premium,6 cyl,28482, 2 Seats,59990
Toyota,2020,1st Ownership,Automatic,Hybrid,4 cyl,20763, 5 Seats,57990
Renault,2013,1st Ownership,Manual,Premium,4 cyl,86745, 5 Seats,10990
Nissan,2012,1st Ownership,Automatic,Diesel,-,286909,,23888
Mercedes-Benz,2018,1st Ownership,Automatic,Premium,4 cyl,73106, 4 Seats,44999
Mercedes-Benz,2015,1st Ownership,Automatic,Premium,6 cyl,124210, 5 Seats,56950
Mitsubishi,2021,1st Ownership,Automatic,Unleaded,4 cyl,20271, 7 Seats,56990
Peugeot,2017,1st Ownership,Automatic,Premium,4 cyl,79614, 5 Seats,27990
Volkswagen,2021,1st Ownership,Automatic,Premium,3 cyl,36095, 5 Seats,28975
Audi,2020,1st Ownership,Automatic,Premium,6 cyl,26697, 4 Seats,76900
Suzuki,2002,1st Ownership,Automatic,Unleaded,6 cyl,207703, 7 Seats,5990
Toyota,2022,1st Ownership,-,Petrol,-,7385,,45788
Audi,2016,1st Ownership,Automatic,Diesel,6 cyl,128660, 5 Seats,37800
Ford,2020,1st Ownership,Automatic,Diesel,4 cyl,77897, 7 Seats,58900
Mazda,2022,0st Ownership,Automatic,Diesel,4 cyl,213, 7 Seats,68288
Nissan,2015,1st Ownership,Automatic,Unleaded,-,110500,,24888
Kia,2021,1st Ownership,Automatic,Electric,0 L,8001, 5 Seats,46990
Mitsubishi,2020,1st Ownership,Automatic,Unleaded,4 cyl,86655, 5 Seats,32490
Land,2019,1st Ownership,Automatic,Premium,4 cyl,43001, 5 Seats,76888
Mitsubishi,2023,0st Ownership,Automatic,Diesel,-,10,,68990
Audi,2019,1st Ownership,Automatic,Hybrid,6 cyl,59096, 5 Seats,96800
BMW,2016,1st Ownership,Automatic,Premium,4 cyl,57261, 4 Seats,34990
Ford,2018,1st Ownership,Manual,Premium,8 cyl,46959, 4 Seats,58990
Mazda,2022,1st Ownership,Automatic,Diesel,4 cyl,16192, 5 Seats,65888
McLaren,2016,1st Ownership,Automatic,Premium,8 cyl,1116, 2 Seats,369880
Subaru,1997,1st Ownership,Automatic,Premium,-,76883,,21888
Nissan,2018,1st Ownership,Automatic,Petrol,-,38986,,28688
Volkswagen,2018,1st Ownership,Automatic,Premium,3 cyl,32029, 5 Seats,22990
Nissan,2020,1st Ownership,Automatic,Unleaded,4 cyl,29638, 5 Seats,26995
Isuzu,2017,1st Ownership,Manual,Diesel,4 cyl,51431, 2 Seats,27888
BMW,2019,1st Ownership,Automatic,Premium,4 cyl,44905, 5 Seats,54800
Toyota,2023,1st Ownership,Automatic,Diesel,6 cyl,393, 5 Seats,162990
Nissan,2002,1st Ownership,Automatic,Unleaded,-,68497,,13900
Hyundai,2022,1st Ownership,Automatic,Unleaded,4 cyl,12213, 5 Seats,41990
Mazda,2022,0st Ownership,Automatic,Unleaded,4 cyl,7, 7 Seats,59988
Audi,2021,1st Ownership,-,Premium,4 cyl,39646, 5 Seats,57588
Mercedes-Benz,2016,1st Ownership,Automatic,Diesel,6 cyl,73579, 5 Seats,75800
Lexus,2019,1st Ownership,Automatic,Premium,-,34254,,52990
Toyota,2023,1st Ownership,Automatic,Hybrid,4 cyl,11, 5 Seats,63777
Nissan,2023,1st Ownership,Automatic,Premium,6 cyl,4950, 8 Seats,64999
Mazda,2017,1st Ownership,Automatic,Diesel,4 cyl,171921, 3 Seats,22788
Volkswagen,2022,1st Ownership,Automatic,Premium,4 cyl,-, 5 Seats,59650
Kia,2021,1st Ownership,Automatic,Unleaded,6 cyl,102745, 8 Seats,41888
Nissan,1995,1st Ownership,Manual,Petrol,6 cyl,87630,,86880
Audi,2023,0st Ownership,Automatic,Premium,6 cyl,3211, 5 Seats,108588
Toyota,2022,1st Ownership,Automatic,Unleaded,3 cyl,8595, 5 Seats,28990
Kia,2015,1st Ownership,Automatic,Unleaded,4 cyl,117179, 5 Seats,16990
Kia,2022,1st Ownership,Automatic,Unleaded,4 cyl,5150, 5 Seats,23990
Ford,2002,1st Ownership,Automatic,Diesel,8 cyl,179999, 5 Seats,79900
Toyota,2012,1st Ownership,Automatic,Petrol,-,137187,,19888
Mercedes-Benz,2022,1st Ownership,Automatic,Premium,4 cyl,22504, 5 Seats,97900
Hyundai,2017,1st Ownership,Automatic,Unleaded,4 cyl,126077, 4 Seats,19800
Toyota,2012,1st Ownership,Manual,Diesel,8 cyl,237999, 2 Seats,53900
Mercedes-Benz,2022,1st Ownership,Automatic,Hybrid,4 cyl,16882, 5 Seats,84888
Fiat,2014,1st Ownership,Automatic,Premium,4 cyl,62305, 4 Seats,11400
GWM,2022,0st Ownership,Automatic,Hybrid,4 cyl,720, 5 Seats,39100
Holden,2018,1st Ownership,Automatic,Diesel,4 cyl,43899, 5 Seats,42975
BMW,2018,1st Ownership,Automatic,Diesel,4 cyl,147211, 5 Seats,38800
BMW,2013,1st Ownership,Automatic,Diesel,6 cyl,155810, 5 Seats,19999
Isuzu,2021,1st Ownership,Automatic,Diesel,4 cyl,16799, 5 Seats,59990
Honda,2011,1st Ownership,Automatic,Unleaded,4 cyl,117599, 5 Seats,17490
Land,2017,1st Ownership,Automatic,Diesel,6 cyl,123647, 5 Seats,64800
Toyota,2018,1st Ownership,Automatic,Diesel,4 cyl,100290, 5 Seats,44990
Nissan,2002,1st Ownership,Automatic,Unleaded,6 cyl,363533, 5 Seats,6880
Nissan,2014,1st Ownership,Automatic,Unleaded,4 cyl,164736, 5 Seats,17990
Volkswagen,2012,1st Ownership,Manual,Premium,4 cyl,101702, 5 Seats,17990
Land,2015,1st Ownership,Automatic,Premium,6 cyl,105255, 5 Seats,59800
Chrysler,2008,1st Ownership,Automatic,Unleaded,6 cyl,92354, 5 Seats,3750
Mitsubishi,2018,1st Ownership,Automatic,Diesel,4 cyl,101090, 5 Seats,25490
Audi,2023,0st Ownership,Automatic,Premium,4 cyl,2088, 5 Seats,69788
Land,2015,1st Ownership,Automatic,Premium,8 cyl,66250, 5 Seats,109950
Volkswagen,2023,0st Ownership,Automatic,Diesel,4 cyl,1572, 7 Seats,79990
Mitsubishi,2016,1st Ownership,Automatic,Diesel,4 cyl,25533, 5 Seats,31999
Mini,2023,1st Ownership,Automatic,Electric,0 L,1653, 4 Seats,63750
Land,2017,1st Ownership,Automatic,Diesel,6 cyl,94200, 5 Seats,77990
BMW,2013,1st Ownership,Automatic,Diesel,6 cyl,245293, 5 Seats,21990
Mercedes-Benz,2016,1st Ownership,Automatic,Premium,4 cyl,63226, 5 Seats,39990
Ford,2022,1st Ownership,Automatic,Diesel,4 cyl,11315, 4 Seats,61850
Tesla,2021,1st Ownership,-,Petrol,-,25413,,69800
Toyota,2021,1st Ownership,Manual,Diesel,8 cyl,14552, 5 Seats,85990
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,54646, 5 Seats,22990
Porsche,2020,1st Ownership,Automatic,Premium,6 cyl,14249, 5 Seats,147999
MG,2022,1st Ownership,Automatic,Unleaded,4 cyl,-, 5 Seats,35990
Toyota,2017,1st Ownership,Automatic,Diesel,4 cyl,130175, 5 Seats,44975
Toyota,2012,1st Ownership,Automatic,Diesel,4 cyl,326851, 7 Seats,24990
Holden,2013,1st Ownership,Automatic,Unleaded,6 cyl,173218, 5 Seats,14995
Toyota,2023,1st Ownership,Automatic,Hybrid,4 cyl,49, 5 Seats,60888
Peugeot,2022,0st Ownership,Manual,Diesel,4 cyl,798, 3 Seats,42980
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,54193, 5 Seats,21990
Subaru,2013,1st Ownership,Automatic,Unleaded,4 cyl,238473, 5 Seats,10980
Land,2018,1st Ownership,Automatic,Diesel,8 cyl,54982, 5 Seats,134888
Mercedes-Benz,2023,1st Ownership,-,Premium,-,205,,499990
Ford,2022,1st Ownership,Automatic,Diesel,5 cyl,15507, 7 Seats,59990
BMW,2022,1st Ownership,Automatic,Premium,4 cyl,6067, 5 Seats,79988
Mitsubishi,2007,1st Ownership,Automatic,Unleaded,-,128000,,18888
Nissan,2023,1st Ownership,Automatic,Premium,4 cyl,5107, 5 Seats,43555
Mazda,2022,0st Ownership,Automatic,Unleaded,4 cyl,4288, 7 Seats,67990
Kia,2019,1st Ownership,Automatic,Unleaded,6 cyl,36285, 5 Seats,53950
Holden,2016,1st Ownership,Manual,Diesel,4 cyl,142999, 5 Seats,29900
Volkswagen,2023,0st Ownership,Automatic,Premium,-,10,,55990
Nissan,2015,1st Ownership,Automatic,Premium,6 cyl,323850, 7 Seats,13990
Toyota,2022,1st Ownership,Automatic,Hybrid,4 cyl,5546, 7 Seats,82990
Toyota,2008,1st Ownership,Automatic,Unleaded,6 cyl,241220, 7 Seats,13990
Land,2023,1st Ownership,Automatic,Diesel,6 cyl,1210, 5 Seats,324990
Land,2015,1st Ownership,Automatic,Premium,8 cyl,134513, 5 Seats,96800
Mitsubishi,2019,1st Ownership,Automatic,Unleaded,4 cyl,63197, 5 Seats,26888
Toyota,2022,1st Ownership,Automatic,Unleaded,4 cyl,8492, 5 Seats,39990
Hyundai,2018,1st Ownership,Automatic,Diesel,4 cyl,136800, 7 Seats,37888
Mercedes-Benz,2019,1st Ownership,Automatic,Premium,4 cyl,106075, 4 Seats,46990
Subaru,2022,1st Ownership,Manual,Premium,4 cyl,7664, 5 Seats,48990
Toyota,2023,1st Ownership,Automatic,Diesel,6 cyl,8, 7 Seats,129888
Ford,2021,1st Ownership,Automatic,Diesel,5 cyl,12810, 5 Seats,53990
Mazda,2023,1st Ownership,Automatic,Unleaded,4 cyl,7, 5 Seats,44388
Mitsubishi,2019,1st Ownership,Automatic,Unleaded,4 cyl,60972, 5 Seats,28990
Jeep,2023,1st Ownership,Automatic,Unleaded,6 cyl,55, 5 Seats,90990
Ford,2017,1st Ownership,Automatic,Premium,8 cyl,95369, 4 Seats,44990
Toyota,2010,1st Ownership,Manual,Diesel,8 cyl,402356, 3 Seats,37500
Subaru,2018,1st Ownership,Automatic,Unleaded,4 cyl,78950, 5 Seats,28995
Nissan,2023,0st Ownership,-,Unleaded,-,1622,,47632
Mazda,2022,0st Ownership,Automatic,Unleaded,4 cyl,1255, 5 Seats,44388
Toyota,2021,1st Ownership,Automatic,Hybrid,4 cyl,53603, 5 Seats,29888
Lexus,2019,1st Ownership,Automatic,Premium,6 cyl,33108, 5 Seats,49990
BMW,2020,1st Ownership,Automatic,Premium,8 cyl,50410, 4 Seats,189900
Jaguar,2009,1st Ownership,Automatic,Diesel,4 cyl,62650, 5 Seats,15990
Lexus,2022,1st Ownership,Automatic,Diesel,6 cyl,618, 5 Seats,192990
Jaguar,2021,1st Ownership,Automatic,Premium,6 cyl,37831, 5 Seats,115900
Volkswagen,2021,1st Ownership,Automatic,Premium,3 cyl,34875, 5 Seats,22750
Jeep,2012,1st Ownership,Automatic,Diesel,6 cyl,234564, 5 Seats,13800
BMW,2023,1st Ownership,Automatic,Premium,-,96,,102880
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,61796, 5 Seats,30990
Ford,2016,1st Ownership,Automatic,Diesel,5 cyl,84301, 7 Seats,44900
Isuzu,2018,1st Ownership,Automatic,Diesel,4 cyl,160275, 7 Seats,36880
Holden,2010,1st Ownership,Automatic,Unleaded,8 cyl,240262, 2 Seats,22880
Mazda,2023,1st Ownership,Automatic,Unleaded,4 cyl,7, 5 Seats,44528
Isuzu,2018,1st Ownership,Automatic,Diesel,4 cyl,74795, 7 Seats,47990
Ford,2017,1st Ownership,Automatic,Premium,-,461,,234990
Toyota,2012,1st Ownership,Manual,Diesel,4 cyl,226164, 4 Seats,34990
Mazda,2012,1st Ownership,Automatic,Unleaded,6 cyl,120346, 7 Seats,18990
Toyota,2022,1st Ownership,Automatic,Hybrid,4 cyl,15564, 5 Seats,63888
Hyundai,2015,1st Ownership,Automatic,Diesel,4 cyl,69089, 8 Seats,32940
Porsche,2002,1st Ownership,Automatic,Premium,6 cyl,151438, 4 Seats,89990
Fiat,2013,1st Ownership,Automatic,Premium,4 cyl,100304, 4 Seats,14990
Mitsubishi,2015,1st Ownership,Automatic,Unleaded,4 cyl,138682, 5 Seats,19950
Audi,2020,1st Ownership,Automatic,Hybrid,8 cyl,23431, 5 Seats,209990
Subaru,2017,1st Ownership,Manual,Diesel,4 cyl,186181, 5 Seats,18920
Audi,2018,1st Ownership,Automatic,Premium,6 cyl,37714, 5 Seats,59888
Ford,2020,1st Ownership,Automatic,Diesel,4 cyl,44083, 4 Seats,55990
Audi,2022,1st Ownership,Automatic,Hybrid,6 cyl,12320, 5 Seats,99900
Volkswagen,2018,1st Ownership,Automatic,Premium,3 cyl,52605, 5 Seats,19990
Nissan,2017,1st Ownership,Automatic,Unleaded,4 cyl,63565, 5 Seats,25990
Mazda,2014,1st Ownership,Manual,Unleaded,4 cyl,129106, 5 Seats,12888
Subaru,2005,1st Ownership,Automatic,Unleaded,4 cyl,231001, 5 Seats,6750
Mercedes-Benz,2015,1st Ownership,Automatic,Premium,4 cyl,55205, 5 Seats,44990
Volvo,2022,1st Ownership,Automatic,Premium,4 cyl,9075, 5 Seats,81990
Subaru,2017,1st Ownership,Automatic,Premium,4 cyl,79228, 5 Seats,37990
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,74833, 5 Seats,23950
BMW,2021,1st Ownership,Automatic,Premium,4 cyl,20297, 5 Seats,49900
BMW,2022,0st Ownership,Automatic,Hybrid,6 cyl,100, 5 Seats,258888
MG,2021,1st Ownership,Automatic,Unleaded,4 cyl,28523, 5 Seats,26888
Kia,2020,1st Ownership,Automatic,Unleaded,-,58860,,22490
Rover,1999,1st Ownership,Manual,Unleaded,-,64751,,41888
Toyota,2006,1st Ownership,-,Petrol,-,104221,,16990
Volkswagen,2021,1st Ownership,Automatic,Premium,4 cyl,13785, 5 Seats,52990
Mitsubishi,2017,1st Ownership,Automatic,Unleaded,4 cyl,61512, 7 Seats,25990
Volkswagen,2023,1st Ownership,Automatic,Premium,3 cyl,27, 5 Seats,31890
Toyota,2020,1st Ownership,Automatic,Diesel,8 cyl,33299, 8 Seats,127992
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,93080, 5 Seats,18888
Volkswagen,2022,0st Ownership,Automatic,Premium,4 cyl,1712, 5 Seats,68880
Toyota,2016,1st Ownership,Automatic,Unleaded,-,124038,,21999
Audi,2022,0st Ownership,Automatic,Premium,4 cyl,5709, 5 Seats,47880
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,54784, 5 Seats,22990
Toyota,2020,1st Ownership,Automatic,Diesel,4 cyl,61939, 5 Seats,69990
Mercedes-Benz,2017,1st Ownership,Automatic,Diesel,4 cyl,116969, 7 Seats,59990
Kia,2022,1st Ownership,Automatic,Petrol,3 cyl,29678, 5 Seats,32990
Audi,2018,1st Ownership,Automatic,Premium,4 cyl,34921, 5 Seats,30880
Bentley,2010,1st Ownership,Automatic,Premium,12 cy,94380, 4 Seats,119990
Nissan,2011,1st Ownership,Automatic,Diesel,6 cyl,256650, 5 Seats,26990
Mazda,2016,1st Ownership,Manual,Unleaded,4 cyl,82395, 5 Seats,22990
Mercedes-Benz,2019,1st Ownership,Automatic,Unleaded,4 cyl,24111, 5 Seats,42990
Holden,2012,1st Ownership,Automatic,Diesel,4 cyl,151600, 7 Seats,12980
Jeep,2020,1st Ownership,Automatic,Diesel,4 cyl,41585, 5 Seats,74990
Volvo,2021,1st Ownership,Automatic,Premium,4 cyl,33224, 5 Seats,59800
Land,2022,1st Ownership,Automatic,Premium,8 cyl,12004, 5 Seats,314990
Suzuki,2020,1st Ownership,Automatic,Unleaded,4 cyl,19296, 5 Seats,21888
Toyota,2011,1st Ownership,Manual,Diesel,4 cyl,181803, 3 Seats,15990
Hyundai,2020,1st Ownership,Automatic,Diesel,4 cyl,179193, 7 Seats,26980
BMW,2022,0st Ownership,-,Premium,3 cyl,3720, 5 Seats,53888
Kia,2018,1st Ownership,Automatic,Unleaded,4 cyl,94648, 5 Seats,25490
Mercedes-Benz,2013,1st Ownership,Automatic,Premium,4 cyl,116866, 5 Seats,24999
Honda,2017,1st Ownership,Automatic,Unleaded,4 cyl,94472, 5 Seats,28990
Skoda,2022,0st Ownership,Automatic,Premium,3 cyl,654, 5 Seats,32990
Volkswagen,2023,1st Ownership,Automatic,Premium,4 cyl,15, 7 Seats,79887
Mazda,2023,1st Ownership,Automatic,Unleaded,4 cyl,7, 5 Seats,46288
Dodge,2007,1st Ownership,Automatic,Diesel,4 cyl,178927, 5 Seats,13990
Mercedes-Benz,2022,1st Ownership,Automatic,Hybrid,4 cyl,7950, 5 Seats,78990
Hyundai,2022,1st Ownership,Automatic,Unleaded,4 cyl,49063, 5 Seats,26990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,53319, 5 Seats,22490
Toyota,2022,1st Ownership,Automatic,Hybrid,3 cyl,22714, 5 Seats,38990
Volkswagen,2018,1st Ownership,Automatic,Diesel,4 cyl,73225, 7 Seats,48940
Mini,2020,1st Ownership,Automatic,Premium,3 cyl,40000, 5 Seats,42990
Toyota,2016,1st Ownership,Automatic,Diesel,8 cyl,344782, 7 Seats,59990
Mazda,2023,1st Ownership,Automatic,Diesel,4 cyl,10, 5 Seats,78888
Porsche,2014,1st Ownership,Automatic,Diesel,6 cyl,133114, 5 Seats,49900
