car_name,manufacture,ownership,transmission,fuel_type,engine,kms_driven,Seats,car_prices
Nissan,2017,1st Ownership,Automatic,Diesel,4 cyl,98350, 5 Seats,40990
Holden,2018,1st Ownership,Automatic,Premium,4 cyl,54000, 5 Seats,29950
Toyota,2016,1st Ownership,Manual,Diesel,8 cyl,267016, 3 Seats,62990
Mercedes-Benz,2021,1st Ownership,Automatic,Premium,4 cyl,20830, 5 Seats,69800
Lexus,2014,1st Ownership,Automatic,Premium,6 cyl,139898, 5 Seats,26990
Mazda,2008,1st Ownership,Automatic,Unleaded,6 cyl,176879, 7 Seats,13999
BMW,2016,1st Ownership,Automatic,Premium,4 cyl,50800, 5 Seats,46932
MG,2022,1st Ownership,Automatic,Hybrid,4 cyl,10, 5 Seats,49990
Hyundai,2015,1st Ownership,Automatic,Unleaded,4 cyl,103217, 5 Seats,15410
Mercedes-Benz,2023,1st Ownership,Automatic,Unleaded,4 cyl,8008, 4 Seats,99800
Mazda,2006,1st Ownership,Manual,Premium,4 cyl,196657, 2 Seats,17790
Mitsubishi,2013,1st Ownership,Manual,Unleaded,4 cyl,53414, 5 Seats,16490
Toyota,2019,1st Ownership,Automatic,Unleaded,6 cyl,56006, 7 Seats,48850
Volkswagen,2013,1st Ownership,Automatic,Diesel,6 cyl,130000, 5 Seats,31999
Mercedes-Benz,2019,1st Ownership,Automatic,Unleaded,4 cyl,31359, 4 Seats,67868
Holden,2005,1st Ownership,Automatic,Unleaded,6 cyl,250131, 5 Seats,10989
Mercedes-Benz,2023,1st Ownership,Automatic,Diesel,4 cyl,501, 2 Seats,69800
Subaru,2012,1st Ownership,Manual,Unleaded,4 cyl,110900, 5 Seats,13999
Toyota,2000,1st Ownership,Manual,Diesel,4 cyl,241621, 3 Seats,19990
Mercedes-Benz,2021,1st Ownership,Automatic,Unleaded,4 cyl,29087, 5 Seats,49990
Holden,2016,1st Ownership,Automatic,Unleaded,6 cyl,60712, 5 Seats,29888
Chevrolet,2021,1st Ownership,Automatic,Unleaded,8 cyl,40096, 5 Seats,145900
Jaguar,2018,1st Ownership,Automatic,Premium,4 cyl,94507, 5 Seats,34888
Toyota,2021,1st Ownership,Automatic,Diesel,4 cyl,32875, 7 Seats,69490
Jeep,2023,0st Ownership,Automatic,Unleaded,6 cyl,3732, 5 Seats,87490
Honda,2016,1st Ownership,Automatic,Unleaded,4 cyl,46617, 5 Seats,24991
Nissan,2013,1st Ownership,Manual,Unleaded,4 cyl,83477, 5 Seats,17990
Toyota,2023,1st Ownership,Automatic,Hybrid,4 cyl,50, 5 Seats,70500
Audi,2018,1st Ownership,Automatic,Premium,4 cyl,68954, 5 Seats,43490
Hyundai,2016,1st Ownership,Automatic,Unleaded,4 cyl,111236, 5 Seats,14888
Nissan,2016,1st Ownership,Automatic,Unleaded,4 cyl,104922, 5 Seats,26999
Jeep,2022,1st Ownership,Automatic,Unleaded,6 cyl,11980, 5 Seats,74977
Mitsubishi,2015,1st Ownership,Automatic,Diesel,4 cyl,159820, 5 Seats,18990
Hyundai,2016,1st Ownership,Automatic,Unleaded,4 cyl,223343, 5 Seats,12990
Toyota,2016,1st Ownership,Automatic,Diesel,4 cyl,260180, 5 Seats,41900
Peugeot,2021,1st Ownership,Automatic,Premium,3 cyl,36563, 5 Seats,28490
Kia,2021,1st Ownership,Automatic,Diesel,4 cyl,122545, 8 Seats,42888
Mazda,2009,1st Ownership,Automatic,Premium,4 cyl,200729, 5 Seats,11499
Lexus,2021,1st Ownership,-,Hybrid,4 cyl,37340, 5 Seats,74873
Mercedes-Benz,2022,1st Ownership,Automatic,Premium,4 cyl,2189, 5 Seats,64868
MG,2020,1st Ownership,Automatic,Premium,-,20204,,29900
Toyota,2013,1st Ownership,Automatic,Unleaded,4 cyl,169747, 5 Seats,13499
Skoda,2012,1st Ownership,Automatic,Diesel,4 cyl,141124, 5 Seats,12950
Volkswagen,2023,0st Ownership,Automatic,Premium,-,800,,34990
Toyota,2017,1st Ownership,Manual,Diesel,4 cyl,153203, 5 Seats,44987
Ford,2010,1st Ownership,Automatic,Unleaded,4 cyl,170000, 5 Seats,7990
Volkswagen,2015,1st Ownership,Automatic,Premium,4 cyl,78840, 5 Seats,24990
Mercedes-Benz,2003,1st Ownership,Automatic,Unleaded,6 cyl,175420, 5 Seats,8990
Mazda,2019,1st Ownership,Automatic,Unleaded,-,49602,,50888
Hyundai,2022,1st Ownership,Automatic,Unleaded,4 cyl,12449, 5 Seats,42705
Kia,2014,1st Ownership,Automatic,Unleaded,4 cyl,180713, 5 Seats,16990
Volkswagen,2018,1st Ownership,Automatic,Premium,4 cyl,72674, 7 Seats,33888
Renault,2022,1st Ownership,Automatic,Unleaded,4 cyl,22, 5 Seats,49990
Kia,2022,1st Ownership,Automatic,Diesel,4 cyl,17071, 7 Seats,59990
Toyota,2012,1st Ownership,Automatic,Unleaded,6 cyl,150459, 5 Seats,20906
Skoda,2021,1st Ownership,Automatic,Premium,4 cyl,19670, 5 Seats,51500
Kia,2009,1st Ownership,Automatic,Unleaded,6 cyl,105213, 8 Seats,19990
Isuzu,2018,1st Ownership,Automatic,Diesel,4 cyl,120425, 7 Seats,41990
Toyota,2020,1st Ownership,Automatic,Diesel,8 cyl,25483, 7 Seats,299900
Honda,2018,1st Ownership,Automatic,Unleaded,4 cyl,56313, 5 Seats,22990
BMW,2008,1st Ownership,Automatic,Unleaded,4 cyl,139696, 5 Seats,11990
Holden,2019,1st Ownership,Automatic,Diesel,4 cyl,78301, 5 Seats,37999
Hyundai,2009,1st Ownership,Manual,Unleaded,4 cyl,116201, 5 Seats,8990
Kia,2020,1st Ownership,Automatic,Unleaded,4 cyl,52604, 5 Seats,31990
BMW,2022,1st Ownership,Automatic,Premium,6 cyl,19800, 4 Seats,91890
Mitsubishi,2012,1st Ownership,Automatic,Unleaded,-,178297,,10998
Nissan,2013,1st Ownership,Manual,Unleaded,4 cyl,218776, 5 Seats,9995
Renault,2022,1st Ownership,Automatic,Unleaded,4 cyl,1781, 5 Seats,36500
Toyota,2010,1st Ownership,Automatic,Premium,-,104500,,25000
GWM,2023,1st Ownership,Automatic,Diesel,-,20,,52585
Mazda,2009,1st Ownership,Manual,Unleaded,4 cyl,197235, 5 Seats,7999
Isuzu,2016,1st Ownership,Automatic,Diesel,4 cyl,55193, 7 Seats,29991
Ford,2023,1st Ownership,Automatic,Premium,3 cyl,1875, 5 Seats,34990
Toyota,2022,1st Ownership,Automatic,Unleaded,4 cyl,9408, 5 Seats,46990
GWM,2023,1st Ownership,Automatic,Diesel,-,21,,53585
Honda,2020,1st Ownership,Automatic,Unleaded,4 cyl,35711, 5 Seats,35888
Toyota,2020,1st Ownership,Automatic,Hybrid,4 cyl,60511, 5 Seats,41990
Volkswagen,2023,1st Ownership,Automatic,Premium,-,20,,85880
Mazda,2014,1st Ownership,Automatic,Unleaded,6 cyl,305548, 7 Seats,13990
Subaru,2005,1st Ownership,Manual,Premium,4 cyl,152252, 5 Seats,38000
Mercedes-Benz,2019,1st Ownership,Automatic,Unleaded,4 cyl,84453, 5 Seats,45990
Toyota,2008,1st Ownership,Manual,Diesel,4 cyl,336843, 8 Seats,14999
Hyundai,2013,1st Ownership,Automatic,Unleaded,4 cyl,154552, 5 Seats,14990
Subaru,2022,0st Ownership,Manual,Premium,4 cyl,4003, 5 Seats,50750
Mazda,2012,1st Ownership,Automatic,Unleaded,4 cyl,196989, 5 Seats,11900
Toyota,2014,1st Ownership,Automatic,Unleaded,4 cyl,213913, 5 Seats,15999
Hyundai,2013,1st Ownership,Automatic,Unleaded,4 cyl,68096, 5 Seats,16980
Great,2013,1st Ownership,Manual,Diesel,4 cyl,127840, 2 Seats,11990
Toyota,2000,1st Ownership,Automatic,Petrol,-,73358,,17999
Hyundai,2022,1st Ownership,Automatic,Unleaded,4 cyl,4476, 5 Seats,31990
Suzuki,2018,1st Ownership,Manual,Unleaded,4 cyl,85356, 5 Seats,18990
Ford,2007,1st Ownership,Manual,Diesel,4 cyl,339438, 4 Seats,11990
Audi,2022,0st Ownership,Automatic,Electric,0 L,2087, 5 Seats,288888
Mercedes-Benz,2013,1st Ownership,Automatic,Premium,4 cyl,80248, 5 Seats,42990
Toyota,2019,1st Ownership,Automatic,Hybrid,4 cyl,92443, 5 Seats,41888
Volkswagen,2008,1st Ownership,Automatic,Diesel,4 cyl,87942, 5 Seats,13999
Mercedes-Benz,2019,1st Ownership,Automatic,Premium,8 cyl,27281, 5 Seats,152800
Kia,2019,1st Ownership,Automatic,Unleaded,4 cyl,47897, 5 Seats,31880
Subaru,2015,1st Ownership,Automatic,Diesel,4 cyl,184004, 5 Seats,19990
Mazda,2013,1st Ownership,Automatic,Diesel,4 cyl,224229, 5 Seats,12999
Honda,2019,1st Ownership,Automatic,Unleaded,4 cyl,65013, 5 Seats,34990
Volkswagen,2018,1st Ownership,Automatic,Diesel,6 cyl,40664, 5 Seats,47990
Subaru,2014,1st Ownership,Manual,Unleaded,4 cyl,270000, 5 Seats,10999
Toyota,2010,1st Ownership,Automatic,Diesel,-,85702,,25000
Suzuki,2022,1st Ownership,Automatic,Unleaded,4 cyl,8205, 4 Seats,44450
Holden,2005,1st Ownership,Automatic,Unleaded,-,315425,,6899
Ford,2013,1st Ownership,Automatic,Diesel,4 cyl,198380, 5 Seats,22990
Subaru,2011,1st Ownership,Manual,Premium,4 cyl,181035, 5 Seats,19990
Ram,2020,1st Ownership,Automatic,Unleaded,8 cyl,93393, 5 Seats,92800
Mitsubishi,2015,1st Ownership,Manual,Diesel,4 cyl,224000, 2 Seats,14999
Nissan,2010,1st Ownership,Automatic,Unleaded,4 cyl,167858, 5 Seats,9000
Mitsubishi,2019,1st Ownership,Automatic,Diesel,4 cyl,70528, 5 Seats,39990
Mercedes-Benz,2022,1st Ownership,Automatic,Premium,4 cyl,8422, 5 Seats,104800
Hyundai,2013,1st Ownership,Automatic,Diesel,4 cyl,153241, 3 Seats,19999
Toyota,2011,1st Ownership,Automatic,Unleaded,-,101458,,19990
Kia,2017,1st Ownership,Automatic,Unleaded,4 cyl,95895, 5 Seats,16995
Mercedes-Benz,2016,1st Ownership,Automatic,Premium,8 cyl,86089, 7 Seats,86990
Mitsubishi,2015,1st Ownership,Automatic,Unleaded,4 cyl,84430, 5 Seats,20998
Honda,2018,1st Ownership,Automatic,Unleaded,4 cyl,31688, 5 Seats,39990
Toyota,2020,1st Ownership,Automatic,Diesel,4 cyl,43725, 7 Seats,93500
Toyota,2013,1st Ownership,Automatic,Unleaded,4 cyl,282000, 5 Seats,9999
Mitsubishi,2023,1st Ownership,Automatic,Diesel,4 cyl,10, 5 Seats,54990
Mitsubishi,2018,1st Ownership,Automatic,Unleaded,4 cyl,76001, 7 Seats,29990
BMW,2016,1st Ownership,Automatic,Premium,3 cyl,143000, 5 Seats,20987
Subaru,2012,1st Ownership,Automatic,Unleaded,4 cyl,245712, 5 Seats,13999
Renault,2022,1st Ownership,Automatic,Unleaded,4 cyl,5, 5 Seats,40990
Holden,2006,1st Ownership,Automatic,Unleaded,4 cyl,144097, 5 Seats,7990
Toyota,2009,1st Ownership,-,Petrol,-,131610,,24950
Toyota,2012,1st Ownership,Automatic,Unleaded,-,136927,,22990
Mazda,2014,1st Ownership,Automatic,Unleaded,4 cyl,41549, 5 Seats,22748
Ram,2020,1st Ownership,Automatic,Unleaded,8 cyl,52606, 5 Seats,104990
Volkswagen,2015,1st Ownership,Automatic,Premium,4 cyl,99472, 5 Seats,19950
Mazda,2021,1st Ownership,Automatic,Unleaded,4 cyl,50202, 5 Seats,47990
Hyundai,2014,1st Ownership,Automatic,Unleaded,4 cyl,209305, 5 Seats,14990
Holden,2005,1st Ownership,Automatic,Unleaded,6 cyl,231709, 5 Seats,11990
Ford,2021,1st Ownership,Automatic,Diesel,4 cyl,63761, 7 Seats,65850
Holden,2014,1st Ownership,Automatic,Diesel,4 cyl,158045, 5 Seats,32987
Nissan,2018,1st Ownership,Automatic,Unleaded,4 cyl,94160, 5 Seats,24490
Ssangyong,2021,1st Ownership,Automatic,Diesel,4 cyl,28786, 5 Seats,36656
Toyota,2018,1st Ownership,Automatic,Unleaded,4 cyl,96687, 5 Seats,34888
Audi,2015,1st Ownership,Automatic,Premium,4 cyl,107519, 5 Seats,20995
Hyundai,2014,1st Ownership,Automatic,Unleaded,-,126185,,16990
Kia,2006,1st Ownership,Manual,Diesel,4 cyl,378604, 3 Seats,7999
Lexus,2004,1st Ownership,Automatic,Premium,8 cyl,44329, 4 Seats,51990
Mitsubishi,2015,1st Ownership,Automatic,Unleaded,4 cyl,232780, 5 Seats,14999
Ford,2012,1st Ownership,Automatic,Unleaded,6 cyl,259765, 5 Seats,12999
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,54492, 5 Seats,25490
Ford,2015,1st Ownership,Automatic,Premium,4 cyl,93000, 5 Seats,14900
Nissan,2015,1st Ownership,Automatic,Unleaded,4 cyl,241131, 5 Seats,17746
Honda,2009,1st Ownership,Automatic,Unleaded,4 cyl,215000, 7 Seats,12999
Mazda,2021,1st Ownership,Automatic,Unleaded,4 cyl,61289, 7 Seats,57888
Mitsubishi,2019,1st Ownership,Automatic,Unleaded,4 cyl,62817, 7 Seats,34260
Toyota,2017,1st Ownership,-,Petrol,-,51320,,34950
Ford,2010,1st Ownership,Automatic,Diesel,4 cyl,322249, 5 Seats,14990
Toyota,2013,1st Ownership,Automatic,Unleaded,4 cyl,146942, 5 Seats,18987
Mitsubishi,1999,1st Ownership,Manual,Unleaded,-,129101,,44995
Renault,2023,1st Ownership,Automatic,Unleaded,4 cyl,10, 5 Seats,47880
BMW,2015,1st Ownership,Automatic,Premium,4 cyl,110092, 4 Seats,27999
Jeep,2023,1st Ownership,Automatic,Petrol,6 cyl,16, 5 Seats,80990
Nissan,2009,1st Ownership,Automatic,Petrol,6 cyl,81000,,21000
Subaru,2012,1st Ownership,Automatic,Unleaded,4 cyl,65600, 5 Seats,19990
Kia,2008,1st Ownership,Automatic,Unleaded,6 cyl,190450, 8 Seats,10490
Nissan,2009,1st Ownership,Automatic,Unleaded,4 cyl,242589, 5 Seats,8990
Mercedes-Benz,2016,1st Ownership,Automatic,Premium,4 cyl,49878, 5 Seats,31990
BMW,2012,1st Ownership,Automatic,Diesel,4 cyl,137000, 4 Seats,18990
Jeep,2012,1st Ownership,Automatic,Premium,4 cyl,118000, 5 Seats,11900
Dodge,2013,1st Ownership,Automatic,Premium,6 cyl,58622, 7 Seats,15886
Nissan,2018,1st Ownership,Automatic,Unleaded,-,58701,,40890
Subaru,2013,1st Ownership,Manual,Unleaded,-,164359,,25990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,73056, 5 Seats,21750
Hyundai,2010,1st Ownership,Manual,Premium,4 cyl,230576, 3 Seats,13990
Nissan,2008,1st Ownership,Automatic,Petrol,-,127000,,18000
Suzuki,2009,1st Ownership,Automatic,Unleaded,4 cyl,227452, 5 Seats,8999
Holden,2018,1st Ownership,Automatic,Diesel,4 cyl,67671, 5 Seats,38990
Toyota,2016,1st Ownership,Automatic,Unleaded,4 cyl,121665, 5 Seats,18995
Suzuki,2017,1st Ownership,Automatic,Unleaded,4 cyl,49473, 5 Seats,25490
Volkswagen,2015,1st Ownership,Manual,Premium,4 cyl,48000, 5 Seats,14950
Nissan,2002,1st Ownership,Automatic,Diesel,4 cyl,302328, 7 Seats,17999
Audi,2007,1st Ownership,Automatic,Diesel,6 cyl,212599, 5 Seats,11999
Toyota,2022,1st Ownership,Automatic,Unleaded,4 cyl,11277, 5 Seats,56990
Nissan,2008,1st Ownership,Manual,Diesel,4 cyl,198000, 5 Seats,15990
Toyota,2009,1st Ownership,Manual,Unleaded,4 cyl,245000, 3 Seats,13950
Mazda,2017,1st Ownership,Automatic,Unleaded,4 cyl,65340, 5 Seats,26590
Kia,2018,1st Ownership,Automatic,Unleaded,4 cyl,37797, 5 Seats,23950
Infiniti,2014,1st Ownership,Automatic,Diesel,4 cyl,101103, 5 Seats,21990
Hyundai,2015,1st Ownership,Automatic,Unleaded,4 cyl,199675, 7 Seats,18888
Subaru,2018,1st Ownership,Automatic,Unleaded,4 cyl,168805, 5 Seats,22950
Holden,2014,1st Ownership,Automatic,Unleaded,4 cyl,165449, 5 Seats,9990
Toyota,2021,1st Ownership,Automatic,Hybrid,4 cyl,67182, 5 Seats,33950
Toyota,2007,1st Ownership,Automatic,Diesel,4 cyl,347137, 8 Seats,22490
Mazda,2018,1st Ownership,Automatic,Unleaded,4 cyl,147971, 5 Seats,25950
Kia,2006,1st Ownership,Automatic,Unleaded,4 cyl,69563, 5 Seats,7999
Toyota,2011,1st Ownership,Automatic,Unleaded,6 cyl,158085, 5 Seats,19490
Suzuki,2008,1st Ownership,Manual,Unleaded,4 cyl,121020, 5 Seats,14995
Lexus,2010,1st Ownership,Automatic,Premium,6 cyl,73875, 5 Seats,24990
Hyundai,2015,1st Ownership,Automatic,Unleaded,4 cyl,151414, 5 Seats,16990
Mazda,2007,1st Ownership,Automatic,Diesel,4 cyl,237415, 5 Seats,15990
Ford,2019,1st Ownership,Automatic,Diesel,4 cyl,67813, 5 Seats,56990
Audi,2011,1st Ownership,Automatic,Diesel,4 cyl,186851, 5 Seats,13995
Ford,2010,1st Ownership,Manual,Premium,5 cyl,164674, 5 Seats,17990
Mitsubishi,2009,1st Ownership,Manual,Diesel,4 cyl,257027, 5 Seats,21990
Chrysler,2012,1st Ownership,Automatic,Premium,8 cyl,119191, 5 Seats,26999
Nissan,2015,1st Ownership,-,Petrol,-,58125,,29950
Toyota,2010,1st Ownership,Automatic,Unleaded,6 cyl,84646, 7 Seats,21850
Ford,2010,1st Ownership,Automatic,LPG,6 cyl,274918, 2 Seats,8999
Volvo,2018,1st Ownership,Automatic,Diesel,4 cyl,86055, 7 Seats,55000
Toyota,2014,1st Ownership,-,Petrol,-,82022,,24950
Honda,2015,1st Ownership,-,Petrol,-,56630,,24950
Kia,2018,1st Ownership,Automatic,Unleaded,4 cyl,37300, 5 Seats,29990
Land,2018,1st Ownership,Automatic,Diesel,4 cyl,79452, 5 Seats,46555
Ford,2007,1st Ownership,Automatic,Unleaded,6 cyl,181244, 5 Seats,8990
Holden,2014,1st Ownership,Automatic,LPG,6 cyl,276925, 5 Seats,12799
Jeep,2012,1st Ownership,Automatic,Premium,4 cyl,109512, 5 Seats,14990
Subaru,2013,1st Ownership,Automatic,Unleaded,4 cyl,138887, 5 Seats,22990
Mazda,2006,1st Ownership,Manual,Diesel,4 cyl,314025, 3 Seats,8999
Mitsubishi,2012,1st Ownership,Manual,Unleaded,4 cyl,197269, 5 Seats,11990
Hyundai,2015,1st Ownership,Manual,Unleaded,4 cyl,63710, 5 Seats,16890
Holden,2011,1st Ownership,Automatic,Unleaded,6 cyl,209985, 5 Seats,12990
Toyota,2018,1st Ownership,Automatic,Unleaded,6 cyl,73836, 7 Seats,43950
Hyundai,2014,1st Ownership,Manual,Unleaded,4 cyl,60927, 5 Seats,10990
Holden,2012,1st Ownership,Automatic,Unleaded,4 cyl,170711, 5 Seats,12990
Toyota,2013,1st Ownership,Manual,Diesel,4 cyl,267299, 3 Seats,29999
Nissan,2019,1st Ownership,Automatic,Unleaded,4 cyl,83405, 5 Seats,29990
Hyundai,2005,1st Ownership,Automatic,Unleaded,6 cyl,191317, 5 Seats,8990
GWM,2023,1st Ownership,Automatic,Diesel,-,20,,51490
Toyota,2018,1st Ownership,Manual,Diesel,8 cyl,128000, 5 Seats,114990
Nissan,2013,1st Ownership,Manual,Unleaded,4 cyl,79319, 5 Seats,12980
Mazda,2011,1st Ownership,Automatic,Unleaded,4 cyl,122117, 5 Seats,14990
Kia,2021,1st Ownership,Automatic,Unleaded,4 cyl,27080, 5 Seats,44928
Mitsubishi,2023,1st Ownership,Automatic,Unleaded,4 cyl,5, 7 Seats,60990
Subaru,2011,1st Ownership,Automatic,Premium,4 cyl,192041, 5 Seats,14990
Mazda,2016,1st Ownership,Automatic,Unleaded,4 cyl,33734, 5 Seats,26999
Volkswagen,2011,1st Ownership,Automatic,Premium,4 cyl,99882, 5 Seats,14980
Renault,2016,1st Ownership,Automatic,Unleaded,4 cyl,128175, 2 Seats,19999
GWM,2023,1st Ownership,Automatic,Diesel,4 cyl,10, 5 Seats,44085
Kia,2020,1st Ownership,Automatic,Unleaded,4 cyl,52924, 5 Seats,28999
Subaru,2009,1st Ownership,Manual,Premium,4 cyl,256066, 5 Seats,13999
Mazda,2012,1st Ownership,Automatic,Unleaded,4 cyl,215359, 5 Seats,15999
Mercedes-Benz,2017,1st Ownership,Automatic,Premium,4 cyl,82889, 5 Seats,42980
Toyota,2020,1st Ownership,Automatic,Hybrid,4 cyl,9648, 5 Seats,35888
Toyota,2003,1st Ownership,Automatic,Diesel,4 cyl,312270, 8 Seats,14990
Holden,2014,1st Ownership,Automatic,Unleaded,4 cyl,179308, 5 Seats,8999
Nissan,2008,1st Ownership,Automatic,Unleaded,-,60125,,18888
Toyota,2008,1st Ownership,Automatic,Diesel,4 cyl,387351, 8 Seats,17999
Ford,2013,1st Ownership,Manual,Unleaded,4 cyl,122003, 5 Seats,12950
Nissan,2018,1st Ownership,-,Petrol,-,64963,,41950
Holden,2014,1st Ownership,Automatic,Unleaded,8 cyl,169730, 2 Seats,35990
Mini,2014,1st Ownership,Automatic,Premium,4 cyl,87861, 4 Seats,31990
BMW,2009,1st Ownership,Automatic,Diesel,6 cyl,326592, 5 Seats,12788
Abarth,2021,1st Ownership,Automatic,Premium,4 cyl,14901, 4 Seats,37990
Mazda,2006,1st Ownership,Automatic,Unleaded,6 cyl,254957, 5 Seats,8999
Mazda,2006,1st Ownership,Automatic,Unleaded,4 cyl,116431, 5 Seats,12990
Ford,2012,1st Ownership,Automatic,Diesel,6 cyl,155102, 7 Seats,12990
Honda,2015,1st Ownership,Automatic,Unleaded,6 cyl,79713, 5 Seats,24897
Suzuki,2011,1st Ownership,Automatic,Premium,3 cyl,106000, 4 Seats,9999
Volkswagen,2020,1st Ownership,Automatic,Premium,4 cyl,31174, 5 Seats,43888
Toyota,2017,1st Ownership,Automatic,Unleaded,4 cyl,53541, 5 Seats,35999
Hyundai,2022,1st Ownership,Automatic,Unleaded,4 cyl,11679, 5 Seats,27990
Mitsubishi,2020,1st Ownership,Automatic,Unleaded,4 cyl,96427, 7 Seats,28990
Holden,2016,1st Ownership,Automatic,Unleaded,6 cyl,147708, 7 Seats,14499
Ford,2009,1st Ownership,Automatic,Unleaded,6 cyl,203825, 5 Seats,13999
Nissan,2006,1st Ownership,Automatic,Diesel,-,257031,,18999
Kia,2018,1st Ownership,Automatic,Unleaded,4 cyl,71899, 5 Seats,24950
Ford,2015,1st Ownership,Automatic,Diesel,6 cyl,198246, 5 Seats,17990
Honda,2013,1st Ownership,Automatic,Unleaded,4 cyl,136350, 7 Seats,17990
Mitsubishi,2017,1st Ownership,Automatic,Unleaded,4 cyl,159935, 7 Seats,21990
Subaru,2018,1st Ownership,Automatic,Diesel,4 cyl,114124, 5 Seats,26850
Hyundai,2011,1st Ownership,Automatic,Unleaded,-,172418,,11990
Hyundai,2012,1st Ownership,Automatic,Unleaded,4 cyl,69040, 4 Seats,17990
Ford,2012,1st Ownership,Automatic,Diesel,6 cyl,198682, 5 Seats,14995
Nissan,2008,1st Ownership,Automatic,Unleaded,-,39887,,109995
Mercedes-Benz,2020,1st Ownership,Automatic,Premium,8 cyl,53000, 5 Seats,154800
Mitsubishi,1998,1st Ownership,Automatic,Unleaded,-,114900,,6990
Hyundai,2012,1st Ownership,Automatic,Unleaded,4 cyl,134333, 5 Seats,10990
Honda,2015,1st Ownership,Automatic,Unleaded,4 cyl,53000, 5 Seats,21990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,47488, 5 Seats,27950
Toyota,2019,1st Ownership,Automatic,Unleaded,4 cyl,56635, 8 Seats,38880
Subaru,2019,1st Ownership,Automatic,Unleaded,4 cyl,148225, 5 Seats,27990
Toyota,2020,1st Ownership,Automatic,Premium,-,59222,,41990
Toyota,2021,1st Ownership,Automatic,Hybrid,4 cyl,40194, 5 Seats,54990
Toyota,2014,1st Ownership,Manual,Unleaded,4 cyl,143378, 5 Seats,11886
Toyota,2009,1st Ownership,Automatic,Unleaded,6 cyl,227275, 5 Seats,10999
Holden,2011,1st Ownership,Automatic,Diesel,4 cyl,204322, 5 Seats,6999
Volkswagen,2020,1st Ownership,Manual,Premium,3 cyl,12749, 5 Seats,24990
Toyota,2008,1st Ownership,Automatic,Diesel,4 cyl,340828, 8 Seats,15999
Skoda,2020,1st Ownership,Automatic,Premium,4 cyl,20651, 7 Seats,44999
Kia,2019,1st Ownership,Automatic,Diesel,4 cyl,46586, 8 Seats,38880
Volvo,2013,1st Ownership,Automatic,Premium,5 cyl,145024, 5 Seats,15990
Jeep,2015,1st Ownership,Automatic,Diesel,6 cyl,148355, 5 Seats,32880
Nissan,2007,1st Ownership,Automatic,Unleaded,4 cyl,191275, 5 Seats,8990
Toyota,2004,1st Ownership,Automatic,Unleaded,6 cyl,287989, 8 Seats,13999
Nissan,2009,1st Ownership,Automatic,Unleaded,4 cyl,185730, 5 Seats,9990
Holden,2016,1st Ownership,Automatic,Unleaded,6 cyl,303000, 5 Seats,19999
Toyota,2019,1st Ownership,Automatic,Unleaded,4 cyl,72185, 2 Seats,30990
Volkswagen,2009,1st Ownership,Manual,Diesel,4 cyl,183454, 7 Seats,13990
Honda,2017,1st Ownership,Automatic,Unleaded,4 cyl,79895, 5 Seats,24990
Ford,2006,1st Ownership,Automatic,Premium,4 cyl,170296, 5 Seats,6999
Volvo,2010,1st Ownership,Automatic,Petrol,6 cyl,151819, 5 Seats,13990
Land,2016,1st Ownership,Automatic,Diesel,4 cyl,86981, 5 Seats,36880
Holden,2012,1st Ownership,Manual,Unleaded,6 cyl,181123, 2 Seats,17990
Mini,2016,1st Ownership,Manual,Premium,4 cyl,54134, 5 Seats,32800
Volkswagen,2023,1st Ownership,Automatic,Diesel,-,20,,135066
Nissan,2013,1st Ownership,Automatic,Unleaded,4 cyl,186342, 5 Seats,11799
Holden,2019,1st Ownership,Automatic,Unleaded,4 cyl,33639, 5 Seats,20790
Holden,2017,1st Ownership,Automatic,Unleaded,4 cyl,26786, 5 Seats,22998
Hyundai,2012,1st Ownership,Automatic,Diesel,4 cyl,242020, 5 Seats,12999
Holden,2010,1st Ownership,Automatic,Diesel,4 cyl,140785, 7 Seats,9499
Mazda,2015,1st Ownership,Automatic,Unleaded,4 cyl,79709, 5 Seats,19990
BMW,2010,1st Ownership,Automatic,Diesel,4 cyl,154715, 5 Seats,11995
Mercedes-Benz,2014,1st Ownership,Automatic,Diesel,4 cyl,74000, 5 Seats,28500
Mazda,2015,1st Ownership,Manual,Unleaded,4 cyl,92568, 5 Seats,17990
Renault,2016,1st Ownership,Automatic,Petrol,4 cyl,83160, 5 Seats,21888
Ford,2011,1st Ownership,Manual,Unleaded,4 cyl,122220, 5 Seats,9990
Toyota,2019,1st Ownership,Automatic,Unleaded,4 cyl,76603, 5 Seats,31995
Honda,2016,1st Ownership,Automatic,Unleaded,4 cyl,79931, 5 Seats,21800
Hyundai,2013,1st Ownership,Automatic,Unleaded,4 cyl,101997, 5 Seats,16888
Mazda,2012,1st Ownership,Automatic,Unleaded,4 cyl,180445, 5 Seats,15488
Ford,2012,1st Ownership,Manual,Diesel,-,230186,,20999
Kia,2009,1st Ownership,Automatic,Diesel,4 cyl,218345, 7 Seats,10999
Nissan,2014,1st Ownership,Automatic,Premium,6 cyl,223000, 7 Seats,19999
Ford,2012,1st Ownership,Automatic,Unleaded,6 cyl,136868, 5 Seats,25890
Mazda,2004,1st Ownership,Manual,Unleaded,4 cyl,160101, 5 Seats,9290
